Pays_indic,Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
LVA_GDP per capita (current US$),Latvia,LVA,GDP per capita (current US$),3357.58643573855,3573.30272898806,4131.80000191364,5135.3529249599,6363.723386920899,7575.183393239191,9699.721662340658,14091.047650113502,16422.1119788425,12288.213831243502,11383.5224134721,13895.162565073899,13926.3473076523,15120.7818885797,15713.536972819,13774.605273911398,14315.7928949778,15682.221449326698,17858.2799784486
LVA_Gross capital formation (% of GDP),Latvia,LVA,Gross capital formation (% of GDP),24.677538837754998,28.0980223571284,28.075363622439102,30.110725062262603,33.398755113372395,35.43349990694811,40.044396754379,41.8918688205771,35.5730675413602,22.750870242400197,20.684789479244397,26.673161040381398,27.2730039794509,25.0640723328227,24.075956596254898,23.840324437912997,21.2468446730573,22.144152206797198,23.763210885640397
"LVA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.211000442504899,13.8210000991821,13.829000473022498,12.0609998703003,11.708000183105499,10.0329999923706,7.03000020980835,6.05200004577637,7.7389998435974094,17.5149993896484,19.482000350952102,16.205999374389602,15.046999931335401,11.866999626159698,10.8459997177124,9.8730001449585,9.64299964904785,8.715000152587889,7.412000179290769
MAR_Exports of goods and services (current US$),Morocco,MAR,Exports of goods and services (current US$),10408859646.150934,11131218818.012922,12213885545.776247,14319582637.032059,16759442726.657671,19275938443.316433,22483549354.22257,27325903592.397778,33064268479.92982,26014198657.08503,30046571306.372692,35175589315.071976,34323976635.297398,35014930700.136986,38123788111.29751,35210614176.13145,36522253377.51705,40828105654.14775,45794739028.98986
MAR_GDP (current US$),Morocco,MAR,GDP (current US$),38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.10901,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092
MAR_GDP per capita (current US$),Morocco,MAR,GDP per capita (current US$),1334.9430510438401,1339.29357716301,1416.48815826199,1725.45803790064,1952.9018302260397,2018.02574307829,2196.0121896701603,2499.2599375718696,2890.36008322739,2866.92419864666,2839.9251680593297,3046.94913644957,2912.65827494029,3121.68117550498,3171.69919227376,2875.25798516781,2896.72000268117,3036.32525487301,3222.20063433213
MAR_Gross capital formation (% of GDP),Morocco,MAR,Gross capital formation (% of GDP),26.355697172624303,27.614699720627105,27.211628706837303,29.035335184593702,30.934191793268297,30.2796072620693,30.902308341704103,33.8853798279616,39.089125040623,35.0462201546328,34.0744101633394,35.7770063055055,35.0190651754197,34.6751336139068,32.5379089148627,30.8009514651551,32.3912955511538,32.6239246692285,33.4013855221149
"MAR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.5799999237061,12.460000038147,11.5900001525879,11.9200000762939,10.8299999237061,11.0100002288818,9.670000076293949,9.5600004196167,9.56999969482422,8.96000003814697,9.09000015258789,8.90999984741211,8.98999977111816,9.22999954223633,9.69999980926514,9.46000003814697,9.30000019073486,9.1870002746582,9.07800006866455
MDA_Exports of goods and services (current US$),Moldova,MDA,Exports of goods and services (current US$),639062444.705391,741151801.5357347,871854564.2083522,1056084948.2879784,1330145599.961064,1528946395.1236558,1542446634.3261406,2006082999.0362368,2471513953.040801,2005630355.7283785,1941104508.7434206,2738071405.4486885,2711411397.5262976,3047734293.06893,2964401450.597053,2470376597.497145,2607823959.284874,3007175631.115193,3452906204.197255
MDA_GDP (current US$),Moldova,MDA,GDP (current US$),1288429391.79951,1480673594.05602,1661818168.4226,1980907434.7682602,2598249555.89984,2988348836.4709997,3408244549.19999,4401189466.140579,6054849884.52656,5439422031.396271,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.495571,7745231660.33425,8071480540.86068,9669759987.026329,11456717193.2501
MDA_GDP per capita (current US$),Moldova,MDA,GDP per capita (current US$),440.67203065326896,507.557658390849,570.972645432751,682.525508823377,897.4499588103259,1034.7070581674302,1183.3792111718499,1531.6854761821398,2111.20149504197,1899.0101165837802,2437.52997842423,2942.25594861529,3045.73987422417,3322.0384362615005,3328.80144892125,2732.45711293733,2880.43928129296,3509.69345025814,4233.74343674119
MDA_Gross capital formation (% of GDP),Moldova,MDA,Gross capital formation (% of GDP),23.9469590858874,23.282359827144603,21.660182467898103,23.1775987544806,26.3591502247752,30.8255630510995,32.748080618492196,38.1055549316863,39.227918692985,23.1418973846398,23.8517868197783,24.0486709227501,24.198518652565102,24.9382004720693,26.218807749986,23.5950090358634,21.9821041830515,22.777549910446,25.614769438322
"MDA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.46000003814697,7.28999996185303,6.800000190734861,7.949999809265139,8.17000007629395,7.28999996185303,7.380000114440921,5.07000017166138,3.9800000190734903,6.400000095367429,7.44600009918213,6.68200016021729,5.57800006866455,5.10400009155273,3.85599994659424,3.69400000572205,4.18499994277954,4.09800004959106,2.9779999256133998
MDG_Exports of goods and services (current US$),Madagascar,MDG,Exports of goods and services (current US$),885096695.5060502,1091486944.8162203,1167504430.1368458,872660350.2449306,985460565.6460335,1424938457.6574109,1757983950.9999948,2369521238.8307095,2971635352.407102,1959519017.0175376,2183656264.168995,2624531677.6927767,2521980869.0036197,2891230415.119906,3541731739.8702245,3214678774.660357,3447066177.9964685,4071827552.9426055,3973437198.652228
MDG_GDP (current US$),Madagascar,MDG,GDP (current US$),4629247090.97816,5438332738.103729,5351701534.1580105,6372498719.846129,5064732715.72615,5859269849.145229,6395712392.23682,8524620739.240741,10725137477.9995,9616879920.507341,9982711030.26388,11551821062.3334,11578978052.8789,12423557906.9182,12522959157.2295,11323023786.5698,11848615018.4137,13176313233.1978,13853433947.6241
MDG_GDP per capita (current US$),Madagascar,MDG,GDP per capita (current US$),293.607157402594,334.441638283939,319.216473953508,368.797194249768,284.48764641852995,319.537440228976,338.751126492786,438.655290070344,536.351459479855,467.539754891148,471.959197029823,531.265571840383,518.1529543021201,541.066199955123,530.861345678745,467.235399432808,475.95541718306504,515.29272487784,527.501326141803
MDG_Gross capital formation (% of GDP),Madagascar,MDG,Gross capital formation (% of GDP),11.930546407193198,14.5092173370671,10.9702431408945,13.7245656856915,21.1510251154033,19.3271126967742,20.311268004655002,26.5179313402668,38.7460978516239,37.221894351923794,27.0273905647326,23.351163808131197,20.1689132731961,16.5129097452105,16.4906871064466,15.991883750346,16.3659916173315,15.8063773302194,19.6148398574568
"MDG_Unemployment, total (% of total labor force) (modeled ILO estimate)",Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.800000190734861,5.34999990463257,5.20900011062622,5.01000022888184,3.7190001010894798,2.61999988555908,2.8199999332427996,3.0309998989105202,3.3039999008178698,3.8610000610351602,4.2800002098083505,2.01900005340576,0.5989999771118161,0.935999989509583,1.32700002193451,1.7849999666213998,1.76300001144409,1.72500002384186,1.68900001049042
MEX_Exports of goods and services (current US$),Mexico,MEX,Exports of goods and services (current US$),179855862769.15286,171520507262.6654,174129212924.60648,177669541570.11746,202133349193.6915,230184391855.3117,266526112833.96988,289778188814.25867,307483574130.47974,244407308913.30905,314142282684.39484,366385100577.14026,387538503663.7678,398972729173.1919,419247687492.94525,404585953950.8949,399496352302.01166,436348935038.1735,479887556367.34143
MEX_GDP (current US$),Mexico,MEX,GDP (current US$),707906744574.644,756706300589.7909,772106378935.3771,729336319677.4491,782240601984.76,877476221382.101,975387131716.0891,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222348807283.2
MEX_GDP per capita (current US$),Mexico,MEX,GDP per capita (current US$),7157.81449985734,7544.568648136429,7593.13779293625,7075.369642999741,7484.4865419302905,8277.67125149603,9068.294387012349,9642.680605049109,10016.571304388399,8002.97210649807,9271.398233246391,10203.4208543113,10241.7279153745,10725.1833166036,10928.9168262489,9616.645005689521,8744.51577183222,9287.84973619382,9686.51378326598
MEX_Gross capital formation (% of GDP),Mexico,MEX,Gross capital formation (% of GDP),22.9581812252814,20.835012679742,20.7057750786872,21.0958741702819,22.1175582529566,21.644027862808,22.8229170421764,23.118809948924103,24.1068438470757,22.8889164924856,22.7930949876979,23.281208621555,23.8865551677091,22.493383331254698,21.8715017854012,23.313063299654303,23.621311944046504,22.904972292695497,22.730012954633303
"MEX_Unemployment, total (% of total labor force) (modeled ILO estimate)",Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.56299996376038,2.5380001068115203,3.00300002098084,3.45499992370605,3.93700003623962,3.55800008773804,3.5659999847412096,3.62800002098084,3.87400007247925,5.35599994659424,5.30299997329712,5.17000007629395,4.88700008392334,4.91400003433228,4.80900001525879,4.3130002021789595,3.8589999675750697,3.42000007629395,3.2829999923706095
MKD_Exports of goods and services (current US$),North Macedonia,MKD,Exports of goods and services (current US$),1243035324.1077933,1083173739.0335584,1056864201.5981396,1367964905.7569363,1744831564.1412258,2178468743.2152977,2592957636.8084764,3677771865.7360454,4283349694.394486,3084289102.642593,3743089228.015679,4945513081.382181,4421834901.848598,4694505693.464636,5415583660.478373,4905243521.897967,5407084298.523103,6235358681.435258,7657423451.973286
MKD_GDP (current US$),North Macedonia,MKD,GDP (current US$),3772851420.2476296,3709637829.9486604,4018365247.44444,4946292774.790461,5682719260.0763,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683073866.1105
MKD_GDP per capita (current US$),North Macedonia,MKD,GDP per capita (current US$),1854.14595610107,1815.92009071121,1961.20373553606,2408.8001100553197,2762.5603583758398,3037.7531103044503,3325.6358088571,4036.20276983476,4793.44366858209,4544.00883488258,4542.89971678317,5063.78698606358,4698.14129350594,5210.67583028154,5468.48086914212,4840.273122867829,5129.1589602370295,5430.87421029797,6088.97244500876
MKD_Gross capital formation (% of GDP),North Macedonia,MKD,Gross capital formation (% of GDP),21.880102635875897,17.3554734085335,20.830223411619603,17.9293173647346,21.045921092932,19.845548830107,21.408135228766,23.712686617197104,27.932705054351803,25.7424835151053,24.4680948373642,26.913133959231896,28.927176384124397,28.8080479626054,30.2952252615938,30.4035752494839,32.509688211904894,32.272943475714506,32.3287721577493
"MKD_Unemployment, total (% of total labor force) (modeled ILO estimate)",North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",32.2000007629395,30.5200004577637,31.940000534057603,36.689998626709,37.1609992980957,37.25,36.0250015258789,34.9339981079102,33.7610015869141,32.179000854492195,32.0200004577637,31.377000808715803,31.016000747680696,28.996000289917003,28.030000686645497,26.068000793457,23.7240009307861,22.3810005187988,20.7360000610352
MLI_Exports of goods and services (current US$),Mali,MLI,Exports of goods and services (current US$),664046686.6663953,911806458.733067,1092533988.3802924,1212062076.3616285,1289098228.834143,1436228805.5228949,1963267806.21327,1967357221.4891565,2463814072.7677846,2212791857.790022,2441103302.9280925,2953283819.628641,3465870808.5239916,3302796112.573397,3240063998.703818,3150880397.828193,3288089974.856986,3413334825.8877735,4186155369.5201964
MLI_GDP (current US$),Mali,MLI,GDP (current US$),2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.424911,6247496491.2946205,6905876385.35306,8145694631.88354,9798741073.855091,10190945007.299,10689167195.3375,12995074801.061,12441946098.4018,13242680704.5961,14364859445.8846,13104802016.2041,14025944550.3788,15365627045.0866,17070758732.1991
MLI_GDP per capita (current US$),Mali,MLI,GDP per capita (current US$),269.871137691703,307.436920532829,334.836520639048,392.52475895718396,440.168441800791,489.021068995931,523.0386031024079,596.690188823963,694.277650085098,698.8989218614321,710.274202175837,837.6034405973711,778.619285773713,805.032838240856,848.2740537139971,751.474788898858,780.718598502648,830.0183674292281,894.8021868580059
MLI_Gross capital formation (% of GDP),Mali,MLI,Gross capital formation (% of GDP),17.175657558085,20.4895164611582,15.7457655829161,20.811835974079603,21.6290196239317,20.8818917716917,21.192448550197803,23.874137062332302,24.1179425708989,21.9995549559342,24.0257450501887,19.723448785902,17.1830626727704,19.3229173037171,20.1609577496481,20.7608977643659,23.9626487999456,21.589214773702196,20.4583026031142
"MLI_Unemployment, total (% of total labor force) (modeled ILO estimate)",Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.32200002670288,6.09499979019165,6.980999946594241,7.875,8.75,9.78400039672852,10.7290000915527,11.710000038147,10.2089996337891,9.28499984741211,8.06999969482422,6.900000095367429,7.09600019454956,7.300000190734861,6.375,7.729000091552731,7.55299997329712,7.32999992370605,7.110000133514401
MLT_Exports of goods and services (current US$),Malta,MLT,Exports of goods and services (current US$),4893557071.645914,4441806871.8617735,5069588791.315494,5858257346.516321,6288802702.62312,6645853407.870409,8364566054.170041,10243091859.632984,13498804345.18189,12785572756.246756,13639445161.664192,15478783099.773636,15434800366.87553,16457682872.257042,17417624650.856945,17149371352.490818,17618469543.264412,19822332985.608612,21060317793.41507
MLT_GDP (current US$),Malta,MLT,GDP (current US$),4069515556.7869205,4088368961.7583604,4470446352.32569,5448415539.81248,6098092511.83004,6416184235.8384,6778324087.13818,7925371458.80527,9090406749.5267,8696366868.92276,9035932177.77961,9638916472.1536,9462238256.97848,10551661220.181,11626281449.5909,11091434435.2345,11665231192.2959,13146963159.1185,14750790658.4025
