Pays_indic,Country Name,Country Code,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
KWT_Research and development expenditure (% of GDP),Kuwait,KWT,Research and development expenditure (% of GDP),0.10082999999999999,0.08478,0.08585,0.0855,0.1122,0.1014,0.09898,0.09721,0.30153,0.42705,0.0966,0.07985,0.08118,0.06192,RetD
KWT_Total tax and contribution rate (% of profit),Kuwait,KWT,Total tax and contribution rate (% of profit),10.7,10.7,10.7,10.7,10.7,10.7,10.7,12.4,12.4,12.8,13.0,13.0,13.0,13.0,total_tax_contrib
"KWT_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.57000005245209,1.29999995231628,1.5,1.75,1.63999998569489,1.82000005245209,2.2160000801086404,2.61500000953674,2.9219999313354506,2.9000000953674303,2.2000000476837203,2.16000008583069,1.79799997806549,2.07599997520447,unemployment rate
LTU_Exports of goods and services (% of GDP),Lithuania,LTU,Exports of goods and services (% of GDP),55.129678025987,57.037454874678104,51.641211629197706,57.6213269862551,51.7893007830051,63.942358506594495,72.8810089085961,78.22662822686621,78.668573312647,72.2704251906117,68.7776407338805,67.5873830562834,73.5951637391515,75.245341014079,exports_rate
"LTU_Exports of goods and services, PPP (constant 2017 international $)",Lithuania,LTU,"Exports of goods and services, PPP (constant 2017 international $)",38637191129.8233,42937979923.3327,43193778002.90724,49455708935.90048,37854365696.032974,47509150010.243744,57420721120.05848,64001436320.1192,66647949436.46665,63393064437.55539,61550734952.275665,62009072262.1636,70412654371.97714,74825665600.84282,exports
"LTU_Exports of goods and services, PPP (constant 2017 international $) per capita",Lithuania,LTU,"_Exports of goods and services, PPP (constant 2017 international $) per capita",11628.853430226412,13131.246136615026,13367.331478629689,15463.457435032204,11968.185590775403,15338.98108413885,18962.52986430782,21421.117441023533,22533.792239977447,21618.393754109016,21188.51701163742,21619.274131743085,24894.84503162284,26708.73358033156,exports_hab
"LTU_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Lithuania,LTU,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",24869.987023297548,28402.13596447959,28579.618607553413,32700.194615372726,24864.437574163,31592.206546801484,38401.753484208784,43117.48328906202,45243.02288116071,42800.03945431095,41862.448609289386,41828.74999724348,47934.39503367544,50809.837159293835,exports_labor_unit
"LTU_Foreign direct investment, net inflows (% of GDP)",Lithuania,LTU,"Foreign direct investment, net inflows (% of GDP)",4.95274255731953,7.48546796463763,6.553211945118611,3.6137670210357498,-0.963401425538259,2.9691484411745,4.31554391521269,1.5769177449239498,1.6525136209244697,0.735618444241948,2.5035787579074302,2.73729924200971,2.89733605891245,2.41953091416082,IDE
"LTU_GDP per capita, PPP (constant 2017 international $)",Lithuania,LTU,"GDP per capita, PPP (constant 2017 international $)",21093.6356725044,23022.1460011966,25885.0074522106,26836.343839705096,23109.378597177,23988.763383754304,26018.4788167377,27383.40885523,28643.9569082091,29913.1957465187,30807.2751341117,31987.1448695382,33826.740463353504,35495.5313118112,gdb_hab
"LTU_GDP, PPP (constant 2017 international $)",Lithuania,LTU,"GDP, PPP (constant 2017 international $)",70084195143.6947,75280322408.6268,83642069270.2835,85828826794.8039,73093023315.0687,74299965030.7613,78786945982.1458,81815409625.6171,84719916263.8839,87716468071.6317,89492361609.8323,91746520516.3004,95675654206.7705,99442257277.8856,gdp
LTU_Gross capital formation (% of GDP),Lithuania,LTU,Gross capital formation (% of GDP),24.266252073470397,26.9471316835605,32.3099074189196,28.1239625136103,12.656999298992801,18.1257054645364,21.9624648052468,19.760166988709397,19.525763764999102,19.622590890742,21.2697617808616,19.2082502118418,19.1953401216762,20.2759029470158,FBCF
"LTU_Labor force, total",Lithuania,LTU,"Labor force, total",1553567.0,1511787.0,1511349.0,1512398.0,1522430.0,1503825.0,1495263.0,1484350.0,1473110.0,1481145.0,1470309.0,1482451.0,1468938.0,1472661.0,labor_force
LTU_Labor tax and contributions (% of commercial profits),Lithuania,LTU,Labor tax and contributions (% of commercial profits),35.2,35.2,35.2,35.2,35.1,35.1,35.1,35.1,35.2,35.2,35.2,35.2,35.2,35.2,labor_tax_contrib
LTU_Other taxes payable by businesses (% of commercial profits),Lithuania,LTU,Other taxes payable by businesses (% of commercial profits),10.3,6.0,2.1,1.9,1.9,2.2,2.2,2.0,1.7,1.3,1.5,1.5,1.6,1.5,other_taxes_entreprise
"LTU_Population, total",Lithuania,LTU,"Population, total",3322528.0,3269909.0,3231294.0,3198231.0,3162916.0,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,pop
LTU_Profit tax (% of commercial profits),Lithuania,LTU,Profit tax (% of commercial profits),5.7,6.4,8.9,8.5,6.5,7.8,5.8,6.0,6.0,5.9,5.9,5.9,5.9,5.9,profit_tax
LTU_Research and development expenditure (% of GDP),Lithuania,LTU,Research and development expenditure (% of GDP),0.74741,0.79119,0.80093,0.7884399999999999,0.82967,0.7834800000000001,0.9039,0.89469,0.95088,1.0304799999999998,1.04095,0.84329,0.8980799999999999,0.94496,RetD
LTU_Total tax and contribution rate (% of profit),Lithuania,LTU,Total tax and contribution rate (% of profit),51.2,47.6,46.2,45.6,43.6,45.1,43.1,43.0,42.9,42.4,42.6,42.6,42.7,42.6,total_tax_contrib
"LTU_Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.324999809265138,5.78000020980835,4.25,5.8260002136230495,13.7849998474121,17.813999176025398,15.390000343322802,13.3649997711182,11.770000457763699,10.697999954223599,9.11999988555908,7.861999988555911,7.07299995422363,6.14699983596802,unemployment rate
LVA_Exports of goods and services (% of GDP),Latvia,LVA,Exports of goods and services (% of GDP),43.0816960215481,39.8424560982039,38.3226357926229,39.3651541071739,42.3642092266399,53.4511796655069,57.883026217457505,61.1077676975383,59.93492935543,61.1653759795022,60.279612153930294,59.6113143510042,61.626239486927396,61.4162033033567,exports_rate
"LVA_Exports of goods and services, PPP (constant 2017 international $)",Latvia,LVA,"Exports of goods and services, PPP (constant 2017 international $)",19469150510.07533,20163478330.586987,21339015890.471478,21190188455.1532,19552706084.195095,23582614668.86884,27189952690.67334,29925187752.88154,30028891085.627266,30974394661.025013,31748972231.338123,32142009686.149296,34308607179.36011,35567655055.09526,exports
"LVA_Exports of goods and services, PPP (constant 2017 international $) per capita",Latvia,LVA,"_Exports of goods and services, PPP (constant 2017 international $) per capita",8696.247635484619,9089.374852914561,9698.120000668754,9732.225392088629,9129.658263809719,11242.906464368676,13200.870943746588,14710.174634795005,14920.098301205957,15535.497191280198,16054.886851779078,16402.859290816807,17664.38023329673,18455.86078636141,exports_hab
"LVA_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Latvia,LVA,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",17799.74776654647,18008.524288635945,18783.70011106263,18418.098819872943,17669.108447281138,22186.527430316193,26245.68542061061,28742.215641508337,29422.464666388336,30787.0860296208,31484.689745613443,31920.418143397826,34182.54196459469,35559.61858129589,exports_labor_unit
"LVA_Foreign direct investment, net inflows (% of GDP)",Latvia,LVA,"Foreign direct investment, net inflows (% of GDP)",4.77528996694554,7.926904650279241,8.75156515760248,4.01125602656653,-0.5700517327690771,1.98924640769957,5.309291940925861,3.8148775224049403,3.25071633057278,3.3358704484364403,2.9840460682351897,1.1956975659209,3.78383855740231,1.2460257427230002,IDE
"LVA_GDP per capita, PPP (constant 2017 international $)",Latvia,LVA,"GDP per capita, PPP (constant 2017 international $)",20185.4811638219,22813.289498295602,25306.5056723881,24722.944982235,21550.4040568016,21033.9725609909,22806.1174516912,24072.5118737852,24893.8281260429,25399.168962006297,26634.0248022519,27516.3523391437,28663.732170521,30050.4749458401,gdb_hab
"LVA_GDP, PPP (constant 2017 international $)",Latvia,LVA,"GDP, PPP (constant 2017 international $)",45191235044.0834,50608020451.5704,55682537093.5974,53829812014.6099,46153832305.9262,44119914315.1693,46973965370.3055,48971168282.5669,50102488496.3958,50640405891.4069,52669503165.1229,53919310513.5885,55672076480.7301,57912494003.2744,gdp
LVA_Gross capital formation (% of GDP),Latvia,LVA,Gross capital formation (% of GDP),35.43349990694811,40.044396754379,41.8918688205771,35.5730675413602,22.750870242400197,20.684789479244397,26.673161040381398,27.2730039794509,25.0640723328227,24.075956596254898,23.840324437912997,21.2468446730573,22.144152206797198,23.763210885640397,FBCF
"LVA_Labor force, total",Latvia,LVA,"Labor force, total",1093788.0,1119663.0,1136039.0,1150509.0,1106604.0,1062925.0,1035978.0,1041158.0,1020611.0,1006084.0,1008394.0,1006942.0,1003688.0,1000226.0,labor_force
LVA_Labor tax and contributions (% of commercial profits),Latvia,LVA,Labor tax and contributions (% of commercial profits),27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.3,27.2,27.2,26.6,26.6,26.6,26.6,labor_tax_contrib
LVA_Other taxes payable by businesses (% of commercial profits),Latvia,LVA,Other taxes payable by businesses (% of commercial profits),2.3,2.3,2.3,2.7,3.8,3.8,3.7,3.7,2.9,2.9,3.0,3.0,3.0,3.0,other_taxes_entreprise
"LVA_Population, total",Latvia,LVA,"Population, total",2238799.0,2218357.0,2200325.0,2177322.0,2141669.0,2097555.0,2059709.0,2034319.0,2012647.0,1993782.0,1977527.0,1959537.0,1942248.0,1927174.0,pop
LVA_Profit tax (% of commercial profits),Latvia,LVA,Profit tax (% of commercial profits),6.8,6.8,6.8,6.7,6.6,6.6,6.1,4.8,4.9,4.9,6.3,6.3,6.3,6.4,profit_tax
LVA_Research and development expenditure (% of GDP),Latvia,LVA,Research and development expenditure (% of GDP),0.52959,0.65063,0.55379,0.58139,0.45271000000000006,0.61078,0.69662,0.6642399999999999,0.6122,0.6893,0.6262300000000001,0.44093999999999994,0.51012,0.63068,RetD
LVA_Total tax and contribution rate (% of profit),Latvia,LVA,Total tax and contribution rate (% of profit),36.2,36.2,36.2,36.6,37.5,37.5,37.0,35.8,35.0,35.0,35.9,35.9,35.9,36.0,total_tax_contrib
"LVA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.0329999923706,7.03000020980835,6.05200004577637,7.7389998435974094,17.5149993896484,19.482000350952102,16.205999374389602,15.046999931335401,11.866999626159698,10.8459997177124,9.8730001449585,9.64299964904785,8.715000152587889,7.412000179290769,unemployment rate
MDA_Exports of goods and services (% of GDP),Moldova,MDA,Exports of goods and services (% of GDP),51.16358493572721,45.256336863744,45.5804735167509,40.8187486093894,36.872122518751205,27.829613540836803,32.5404569318031,31.1328505077314,32.0926132528014,31.170694988645398,31.8954513671775,32.3091153609694,31.098761863271104,30.138705057951398,exports_rate
"MDA_Exports of goods and services, PPP (constant 2017 international $)",Moldova,MDA,"Exports of goods and services, PPP (constant 2017 international $)",10685452888.166346,9905414353.231544,10275650090.28981,9919937188.568274,8423163415.987435,6808849501.292688,8424622280.199332,8012663655.448675,9006672006.593807,9185303298.437107,9367082407.751215,9906907786.645216,9983082117.19814,10091055496.383745,exports
"MDA_Exports of goods and services, PPP (constant 2017 international $) per capita",Moldova,MDA,"_Exports of goods and services, PPP (constant 2017 international $) per capita",3699.8068592814975,3439.2665357328647,3576.0932635850095,3458.877861984416,2940.6934134310013,2379.4794459288782,2945.8441385211418,2802.161687791419,3150.6269323850934,3215.07317189209,3304.6333634680936,3535.441385299684,3623.41546916661,3729.073455943978,exports_hab
"MDA_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Moldova,MDA,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",9380.313578156029,8923.668085173136,9512.790853384358,9454.654720464761,8280.865031289752,6830.015720008996,8311.847138227857,8190.947825825595,9037.86166720734,9249.112928531044,8897.380779044668,9811.024642811024,10164.75681576633,10207.729848552703,exports_labor_unit
"MDA_Foreign direct investment, net inflows (% of GDP)",Moldova,MDA,"Foreign direct investment, net inflows (% of GDP)",6.3814504408796395,7.5898309603610805,12.178980344375802,12.0004626680652,4.77679427152857,4.16102724071551,4.26639663622421,2.8793804322525602,2.54699411009713,3.62904354916722,2.9123079837003303,1.09509029418505,1.54626381834303,2.51983177318968,IDE
"MDA_GDP per capita, PPP (constant 2017 international $)",Moldova,MDA,"GDP per capita, PPP (constant 2017 international $)",7231.32842221528,7599.524782767259,7845.66940111052,8473.7479217792,7975.38414539473,8550.170639046999,9052.86654300804,9000.65892487276,9817.29629671112,10314.4096500359,10360.829591108299,10942.5508739575,11651.317454686201,12373.038087647199,gdb_hab
"MDA_GDP, PPP (constant 2017 international $)",Moldova,MDA,"GDP, PPP (constant 2017 international $)",20884879160.8126,21887353329.2241,22543973981.5636,24302403984.7376,22844259675.3248,24466202131.4147,25889686484.2903,25737006167.9988,28064626385.0377,29467752649.67,29368082300.8843,30662887782.4774,32101220495.8184,33482047344.0396,gdp
MDA_Gross capital formation (% of GDP),Moldova,MDA,Gross capital formation (% of GDP),30.8255630510995,32.748080618492196,38.1055549316863,39.227918692985,23.1418973846398,23.8517868197783,24.0486709227501,24.198518652565102,24.9382004720693,26.218807749986,23.5950090358634,21.9821041830515,22.777549910446,25.614769438322,FBCF
"MDA_Labor force, total",Moldova,MDA,"Labor force, total",1139136.0,1110016.0,1080193.0,1049212.0,1017184.0,996901.0,1013568.0,978234.0,996549.0,993101.0,1052791.0,1009773.0,982127.0,988570.0,labor_force
MDA_Labor tax and contributions (% of commercial profits),Moldova,MDA,Labor tax and contributions (% of commercial profits),33.9,33.1,31.9,31.4,30.8,30.2,30.6,30.6,30.2,30.2,30.8,31.1,31.3,31.3,labor_tax_contrib
MDA_Other taxes payable by businesses (% of commercial profits),Moldova,MDA,Other taxes payable by businesses (% of commercial profits),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,other_taxes_entreprise
"MDA_Population, total",Moldova,MDA,"Population, total",2888111.0,2880095.0,2873429.0,2867964.0,2864346.0,2861487.0,2859833.0,2859458.0,2858692.0,2856950.0,2834530.0,2802170.0,2755158.0,2706049.0,pop
MDA_Profit tax (% of commercial profits),Moldova,MDA,Profit tax (% of commercial profits),13.4,12.2,10.4,10.4,0.0,0.0,0.0,0.0,9.0,9.0,8.9,8.9,8.9,8.6,profit_tax
MDA_Research and development expenditure (% of GDP),Moldova,MDA,Research and development expenditure (% of GDP),0.39865,0.40621999999999997,0.5455800000000001,0.53463,0.52557,0.3665,0.33764,0.34907,0.29783000000000004,0.31105,0.30943000000000004,0.2769,0.25374,0.25498000000000004,RetD
MDA_Total tax and contribution rate (% of profit),Moldova,MDA,Total tax and contribution rate (% of profit),47.5,45.5,42.5,42.0,31.0,30.4,30.8,30.8,39.4,39.4,39.9,40.4,40.5,40.3,total_tax_contrib
"MDA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.28999996185303,7.380000114440921,5.07000017166138,3.9800000190734903,6.400000095367429,7.44600009918213,6.68200016021729,5.57800006866455,5.10400009155273,3.85599994659424,3.69400000572205,4.18499994277954,4.09800004959106,2.9779999256133998,unemployment rate
MKD_Exports of goods and services (% of GDP),North Macedonia,MKD,Exports of goods and services (% of GDP),34.8076006574873,37.791482499104,44.1166137912355,43.2244691363976,32.8055433623879,39.789753393582394,47.1242131386987,45.374253004587494,43.396474533315,47.6628552909135,48.7379999069691,50.663842164106995,55.145719342636994,60.3751388094815,exports_rate
